#DEBUG: Format Typ    -> tdf
#DEBUG: Time Period   -> 2014-12-01 00:00:00+00:00 2017-01-31 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station	valid	tmpc	p01m
NYC	2014-12-06 20:51	7.80	 4.48
LGA	2014-12-06 21:08	7.00	  5.7
NYC	2014-12-06 21:08	7.80	 3.83
JFK	2014-12-06 21:22	9.00	 2.07
NYC	2014-12-06 21:24	7.80	 3.17
NYC	2014-12-06 21:51	7.80	 2.39
JFK	2014-12-06 21:51	8.90	 1.79
LGA	2014-12-06 21:51	7.20	 2.99
NYC	2014-12-06 22:12	7.80	  3.8
NYC	2014-12-06 22:21	7.80	 2.91
JFK	2014-12-06 22:36	9.00	 2.12
LGA	2014-12-06 22:47	7.00	 2.59
JFK	2014-12-06 22:51	8.30	 1.79
LGA	2014-12-06 22:51	7.80	 2.39
NYC	2014-12-06 22:51	7.80	 2.39
NYC	2014-12-06 23:51	6.70	  1.2
LGA	2014-12-06 23:51	7.80	 1.49
JFK	2014-12-06 23:51	8.30	 1.49
LGA	2014-12-07 00:01	8.00	 15.0
LGA	2014-12-07 00:51	6.70	 2.99
JFK	2014-12-07 00:51	7.80	 1.79
NYC	2014-12-07 00:51	5.60	 2.99
LGA	2014-12-07 01:29	6.00	 2.63
LGA	2014-12-07 01:51	6.10	 2.39
JFK	2014-12-07 01:51	6.70	 2.09
NYC	2014-12-07 01:51	5.00	 2.39
NYC	2014-12-07 02:04	5.00	 3.75
LGA	2014-12-07 02:51	5.60	  0.6
NYC	2014-12-07 02:51	4.40	  1.2
JFK	2014-12-07 02:51	6.10	 2.09
NYC	2014-12-07 03:02	4.40	 15.3
NYC	2014-12-07 03:27	4.40	 2.82
NYC	2014-12-07 03:35	4.40	 2.61
LGA	2014-12-07 03:51	5.00	 2.09
JFK	2014-12-07 03:51	5.60	 0.89
NYC	2014-12-07 03:51	3.90	 2.39
LGA	2014-12-07 04:07	5.00	 4.37
NYC	2014-12-07 04:27	3.90	 2.82
LGA	2014-12-07 04:39	5.00	 2.74
LGA	2014-12-07 04:51	4.40	 2.69
JFK	2014-12-07 04:51	5.00	 1.79
NYC	2014-12-07 04:51	3.90	 2.39
LGA	2014-12-07 05:51	4.40	 0.89
JFK	2014-12-07 05:51	4.40	  1.2
NYC	2014-12-07 05:51	3.30	  1.2
LGA	2014-12-07 06:22	4.00	 0.68
LGA	2014-12-07 06:51	4.40	 0.29
JFK	2014-12-07 06:51	4.40	  0.6
NYC	2014-12-07 06:51	3.30	 0.29
NYC	2014-12-07 07:35	3.30	  0.0
NYC	2014-12-07 07:51	3.30	  0.0
JFK	2014-12-07 07:51	4.40	  0.0
LGA	2014-12-07 07:51	4.40	  0.0
JFK	2014-12-07 08:51	4.40	  0.0
LGA	2014-12-07 08:51	3.90	  0.0
NYC	2014-12-07 08:51	3.30	  0.0
NYC	2014-12-07 09:51	2.80	  0.0
LGA	2014-12-07 09:51	3.30	  0.0
JFK	2014-12-07 09:51	3.90	  0.0
JFK	2014-12-07 10:51	3.30	  0.0
LGA	2014-12-07 10:51	2.80	  0.0
NYC	2014-12-07 10:51	2.80	  0.0
JFK	2014-12-07 11:51	2.80	  0.0
NYC	2014-12-07 11:51	2.20	  0.0
LGA	2014-12-07 11:51	2.20	  0.0
NYC	2014-12-07 12:51	2.20	  0.0
LGA	2014-12-07 12:51	2.20	  0.0
JFK	2014-12-07 12:51	2.20	  0.0
LGA	2014-12-07 13:51	2.20	  0.0
NYC	2014-12-07 13:51	2.80	  0.0
JFK	2014-12-07 13:51	2.20	  0.0
NYC	2014-12-07 14:51	3.30	  0.0
LGA	2014-12-07 14:51	3.90	  0.0
JFK	2014-12-07 14:51	4.40	  0.0
LGA	2014-12-07 15:51	3.30	  0.0
NYC	2014-12-07 15:51	3.30	  0.0
JFK	2014-12-07 15:51	5.60	  0.0
JFK	2014-12-07 16:51	5.60	  0.0
NYC	2014-12-07 16:51	3.90	  0.0
LGA	2014-12-07 16:51	4.40	  0.0
JFK	2014-12-07 17:51	6.10	  0.0
LGA	2014-12-07 17:51	5.00	  0.0
NYC	2014-12-07 17:51	5.60	  0.0
LGA	2014-12-07 18:51	5.00	  0.0
JFK	2014-12-07 18:51	6.10	  0.0
NYC	2014-12-07 18:51	4.40	  0.0
JFK	2014-12-07 19:51	6.10	  0.0
LGA	2014-12-07 19:51	4.40	  0.0
NYC	2014-12-07 19:51	4.40	  0.0
JFK	2014-12-07 20:51	4.40	  0.0
NYC	2014-12-07 20:51	3.30	  0.0
LGA	2014-12-07 20:51	3.30	  0.0
JFK	2014-12-07 21:51	3.30	  0.0
NYC	2014-12-07 21:51	2.20	  0.0
LGA	2014-12-07 21:51	2.20	  0.0
LGA	2014-12-07 22:51	1.70	  0.0
JFK	2014-12-07 22:51	2.20	  0.0
NYC	2014-12-07 22:51	1.70	  0.0
LGA	2014-12-07 23:51	1.10	  0.0
NYC	2014-12-07 23:51	1.70	  0.0
JFK	2014-12-07 23:51	1.70	  0.0
JFK	2014-12-08 00:51	1.10	  0.0
NYC	2014-12-08 00:51	1.10	  0.0
LGA	2014-12-08 00:51	1.10	  0.0
JFK	2014-12-08 01:51	1.10	  0.0
LGA	2014-12-08 01:51	1.10	  0.0
NYC	2014-12-08 01:51	0.60	  0.0
JFK	2014-12-08 02:51	0.60	  0.0
JFK	2014-12-08 18:51	0.60	  0.0
JFK	2014-12-08 19:51	0.60	  0.0
JFK	2014-12-08 20:44	1.00	  0.0
JFK	2014-12-08 20:51	0.60	  0.0
LGA	2014-12-08 21:33	1.00	  0.0
LGA	2014-12-08 21:51	0.60	  0.0
JFK	2014-12-08 21:51	0.60	  0.0
LGA	2014-12-08 22:51	0.60	  0.0
JFK	2014-12-08 22:51	0.60	  0.0
LGA	2014-12-08 22:58	1.00	  0.0
LGA	2014-12-08 23:33	1.00	  0.0
NYC	2014-12-08 23:51	0.60	  0.0
LGA	2014-12-08 23:51	1.10	  0.0
JFK	2014-12-08 23:51	0.60	  0.0
JFK	2014-12-09 00:51	1.10	  0.0
LGA	2014-12-09 00:51	1.70	  0.0
NYC	2014-12-09 00:51	1.10	  0.0
NYC	2014-12-09 01:42	1.10	  0.0
LGA	2014-12-09 01:51	1.10	  0.0
NYC	2014-12-09 01:51	1.10	  0.0
JFK	2014-12-09 01:51	1.70	  0.0
LGA	2014-12-09 02:00	1.00	  0.0
LGA	2014-12-09 02:47	1.00	  0.0
LGA	2014-12-09 02:51	1.10	  0.0
JFK	2014-12-09 02:51	1.70	  0.0
NYC	2014-12-09 02:51	1.70	  0.0
LGA	2014-12-09 03:07	2.00	  0.0
JFK	2014-12-09 03:51	2.20	  0.0
LGA	2014-12-09 03:51	1.70	  0.0
NYC	2014-12-09 03:51	2.20	  0.0
LGA	2014-12-09 04:42	2.00	  0.0
NYC	2014-12-09 04:51	2.80	  0.0
LGA	2014-12-09 04:51	2.20	  0.0
JFK	2014-12-09 04:51	2.80	  0.0
JFK	2014-12-09 05:16	3.00	  0.0
JFK	2014-12-09 05:51	3.90	  0.0
NYC	2014-12-09 05:51	2.80	  0.0
LGA	2014-12-09 05:51	2.20	  0.0
LGA	2014-12-09 06:51	2.20	  0.0
JFK	2014-12-09 06:51	4.40	  0.0
NYC	2014-12-09 06:51	2.80	  0.0
NYC	2014-12-09 07:24	2.80	  0.0
LGA	2014-12-09 07:51	2.80	  0.0
NYC	2014-12-09 07:51	2.80	  0.0
JFK	2014-12-09 07:51	3.90	  1.2
JFK	2014-12-09 08:51	3.30	 2.99
NYC	2014-12-09 08:51	2.80	 1.49
LGA	2014-12-09 08:51	3.30	  1.2
LGA	2014-12-09 09:01	3.00	 15.0
JFK	2014-12-09 09:51	3.30	 2.69
LGA	2014-12-09 09:51	3.30	 1.49
NYC	2014-12-09 09:51	2.80	 2.69
LGA	2014-12-09 10:33	3.00	 2.31
JFK	2014-12-09 10:51	3.90	 5.98
NYC	2014-12-09 10:51	3.30	 3.59
LGA	2014-12-09 10:51	3.90	 2.69
NYC	2014-12-09 11:13	3.30	10.57
NYC	2014-12-09 11:41	3.30	 8.93
JFK	2014-12-09 11:51	3.90	 8.07
LGA	2014-12-09 11:51	3.90	 8.07
NYC	2014-12-09 11:51	3.30	 8.07
NYC	2014-12-09 12:22	3.90	  9.0
NYC	2014-12-09 12:36	3.90	 8.47
LGA	2014-12-09 12:51	4.40	 8.36
NYC	2014-12-09 12:51	4.40	 8.07
JFK	2014-12-09 12:51	5.00	 6.58
NYC	2014-12-09 12:59	4.40	 0.52
LGA	2014-12-09 13:30	4.00	  0.0
NYC	2014-12-09 13:44	4.40	 5.54
LGA	2014-12-09 13:51	5.00	 7.47
JFK	2014-12-09 13:51	5.60	 9.26
NYC	2014-12-09 14:09	4.40	11.87
NYC	2014-12-09 14:21	4.40	 8.71
JFK	2014-12-09 14:32	6.00	 9.99
NYC	2014-12-09 14:35	4.40	 7.83
JFK	2014-12-09 14:51	6.10	 9.26
NYC	2014-12-09 14:51	5.00	 6.87
LGA	2014-12-09 14:51	6.10	 6.87
JFK	2014-12-09 15:17	7.00	 9.85
LGA	2014-12-09 15:31	7.00	 9.83
NYC	2014-12-09 15:32	5.00	 7.14
LGA	2014-12-09 15:44	6.00	 8.32
JFK	2014-12-09 15:51	6.70	 8.36
NYC	2014-12-09 15:51	5.00	 7.18
LGA	2014-12-09 15:51	6.10	 8.07
NYC	2014-12-09 15:58	5.00	 0.79
NYC	2014-12-09 16:05	5.00	15.24
NYC	2014-12-09 16:13	5.00	10.57
JFK	2014-12-09 16:51	6.70	 6.58
LGA	2014-12-09 16:51	6.10	 7.18
NYC	2014-12-09 16:51	5.00	 8.36
NYC	2014-12-09 17:09	5.00	13.53
NYC	2014-12-09 17:23	5.00	 9.29
LGA	2014-12-09 17:30	6.00	 8.64
JFK	2014-12-09 17:35	7.00	 8.71
NYC	2014-12-09 17:36	5.00	 7.62
NYC	2014-12-09 17:44	4.40	 6.59
NYC	2014-12-09 17:51	5.00	 5.68
LGA	2014-12-09 17:51	6.10	 7.18
JFK	2014-12-09 17:51	6.70	 7.18
JFK	2014-12-09 18:00	7.00	  0.0
NYC	2014-12-09 18:16	5.00	 2.85
NYC	2014-12-09 18:26	5.00	 4.68
LGA	2014-12-09 18:37	6.00	 10.7
NYC	2014-12-09 18:48	5.00	 6.66
NYC	2014-12-09 18:51	5.00	 7.18
JFK	2014-12-09 18:51	6.70	10.75
LGA	2014-12-09 18:51	6.10	11.66
NYC	2014-12-09 19:24	3.90	13.97
NYC	2014-12-09 19:32	3.90	12.38
JFK	2014-12-09 19:49	7.00	 7.47
JFK	2014-12-09 19:51	7.20	 7.18
LGA	2014-12-09 19:51	6.70	 8.07
NYC	2014-12-09 19:51	4.40	 9.56
LGA	2014-12-09 19:58	7.00	  0.0
LGA	2014-12-09 20:51	4.40	 0.89
NYC	2014-12-09 20:51	3.30	  1.2
JFK	2014-12-09 20:51	8.30	 2.09
JFK	2014-12-09 21:08	8.00	 1.88
LGA	2014-12-09 21:20	4.00	 0.75
NYC	2014-12-09 21:24	3.90	  0.0
LGA	2014-12-09 21:27	4.00	 1.13
LGA	2014-12-09 21:38	4.00	  1.2
LGA	2014-12-09 21:47	4.00	 0.97
NYC	2014-12-09 21:51	3.90	  0.0
JFK	2014-12-09 21:51	5.60	 2.39
LGA	2014-12-09 21:51	4.40	 0.89
JFK	2014-12-09 22:04	5.00	  0.0
NYC	2014-12-09 22:21	4.40	  0.0
JFK	2014-12-09 22:45	5.00	 0.33
NYC	2014-12-09 22:51	4.40	  0.0
LGA	2014-12-09 22:51	4.40	  0.0
JFK	2014-12-09 22:51	5.00	 0.29
NYC	2014-12-09 23:14	4.40	  0.0
NYC	2014-12-09 23:24	5.00	  0.0
LGA	2014-12-09 23:46	5.00	  0.0
JFK	2014-12-09 23:48	5.00	  0.0
NYC	2014-12-09 23:51	5.00	  0.0
LGA	2014-12-09 23:51	5.00	  0.0
JFK	2014-12-09 23:51	5.00	  0.0
LGA	2014-12-10 00:51	5.60	  0.0
NYC	2014-12-10 00:51	5.60	  0.0
JFK	2014-12-10 00:51	5.60	  0.0
JFK	2014-12-10 01:51	5.60	  0.0
NYC	2014-12-10 01:51	5.60	  0.0
LGA	2014-12-10 01:51	5.60	  0.0
NYC	2014-12-10 02:51	5.60	  0.0
LGA	2014-12-10 02:51	5.60	  0.0
JFK	2014-12-10 02:51	5.60	  0.0
JFK	2014-12-10 03:28	6.00	  0.0
LGA	2014-12-10 03:51	5.60	  0.0
NYC	2014-12-10 03:51	5.00	  0.0
JFK	2014-12-10 03:51	5.60	  0.0
LGA	2014-12-10 04:19	6.00	  0.0
JFK	2014-12-10 04:51	6.10	  0.0
LGA	2014-12-10 04:51	5.00	  0.0
NYC	2014-12-10 04:51	4.40	  0.0
NYC	2014-12-10 05:00	4.40	  0.0
JFK	2014-12-10 05:23	6.00	  0.0
LGA	2014-12-10 05:37	4.00	  0.0
LGA	2014-12-10 05:51	4.40	  0.0
NYC	2014-12-10 05:51	4.40	  0.0
JFK	2014-12-10 05:51	5.60	 0.29
NYC	2014-12-10 06:25	3.90	  0.0
NYC	2014-12-10 06:40	3.90	  0.0
LGA	2014-12-10 06:51	4.40	 0.29
JFK	2014-12-10 06:51	5.60	  0.0
NYC	2014-12-10 06:51	4.40	  0.0
LGA	2014-12-10 07:01	4.00	  0.0
LGA	2014-12-10 07:31	4.00	  0.0
NYC	2014-12-10 07:51	4.40	  0.0
JFK	2014-12-10 07:51	5.00	  0.0
LGA	2014-12-10 07:51	4.40	  0.0
LGA	2014-12-10 08:43	4.00	  0.0
NYC	2014-12-10 08:44	3.90	  0.0
NYC	2014-12-10 08:51	3.90	  0.0
JFK	2014-12-10 08:51	5.00	  0.0
LGA	2014-12-10 08:51	4.40	  0.0
LGA	2014-12-10 09:38	4.00	 0.39
JFK	2014-12-10 09:51	5.00	  0.0
NYC	2014-12-10 09:51	3.90	  0.0
LGA	2014-12-10 09:51	4.40	 0.29
JFK	2014-12-10 09:56	5.00	  0.0
LGA	2014-12-10 10:05	4.00	  0.0
LGA	2014-12-10 10:37	4.00	  0.0
LGA	2014-12-10 10:46	4.00	  0.0
LGA	2014-12-10 10:51	4.40	  0.0
NYC	2014-12-10 10:51	4.40	  0.0
JFK	2014-12-10 10:51	5.00	 0.29
NYC	2014-12-10 11:36	3.90	  0.0
NYC	2014-12-10 11:46	4.00	  0.0
NYC	2014-12-10 11:51	3.90	  0.0
JFK	2014-12-10 11:51	4.40	 0.29
LGA	2014-12-10 11:51	3.90	 0.29
LGA	2014-12-10 12:34	4.00	  0.0
JFK	2014-12-10 12:40	4.00	 0.38
NYC	2014-12-10 12:51	3.90	  0.0
JFK	2014-12-10 12:51	4.40	 0.29
LGA	2014-12-10 12:51	3.90	 0.29
LGA	2014-12-10 13:40	4.00	  0.0
JFK	2014-12-10 13:51	4.40	 0.29
NYC	2014-12-10 13:51	2.80	 0.29
LGA	2014-12-10 13:51	3.90	  0.0
JFK	2014-12-10 14:04	4.00	  0.0
JFK	2014-12-10 14:51	5.00	  0.0
NYC	2014-12-10 14:51	2.80	  0.0
LGA	2014-12-10 14:51	3.90	  0.0
LGA	2014-12-10 15:42	4.00	  0.0
LGA	2014-12-10 15:51	3.30	  0.0
NYC	2014-12-10 15:51	2.20	  0.0
JFK	2014-12-10 15:51	4.40	  0.0
JFK	2014-12-10 16:18	3.00	  0.0
NYC	2014-12-10 16:42	1.70	  0.0
LGA	2014-12-10 16:51	2.80	  0.0
NYC	2014-12-10 16:51	1.70	  0.0
JFK	2014-12-10 16:51	3.30	  0.0
NYC	2014-12-10 17:10	1.70	  0.0
LGA	2014-12-10 17:30	2.00	  0.0
JFK	2014-12-10 17:51	3.30	 0.29
NYC	2014-12-10 17:51	1.70	  0.0
LGA	2014-12-10 17:51	2.20	  0.0
NYC	2014-12-10 18:00	1.70	  0.0
NYC	2014-12-10 18:09	1.70	  0.0
LGA	2014-12-10 18:20	2.00	  0.0
NYC	2014-12-10 18:51	2.20	  0.0
LGA	2014-12-10 18:51	2.20	  0.0
JFK	2014-12-10 18:51	2.80	 0.29
NYC	2014-12-10 19:01	1.70	  0.0
JFK	2014-12-10 19:51	2.20	 0.29
LGA	2014-12-10 19:51	2.20	  0.0
NYC	2014-12-10 19:51	1.70	  0.0
NYC	2014-12-10 20:17	1.10	  0.0
NYC	2014-12-10 20:28	1.10	  0.0
NYC	2014-12-10 20:31	1.10	  0.0
LGA	2014-12-10 20:37	1.00	  0.0
NYC	2014-12-10 20:46	1.00	 0.33
NYC	2014-12-10 20:51	0.60	 0.29
JFK	2014-12-10 20:51	1.70	 0.29
LGA	2014-12-10 20:51	1.10	  0.0
NYC	2014-12-10 21:19	0.60	 0.79
JFK	2014-12-10 21:23	2.00	  0.0
NYC	2014-12-10 21:46	1.00	 0.33
NYC	2014-12-10 21:51	0.60	 0.29
JFK	2014-12-10 21:51	1.10	 0.29
LGA	2014-12-10 21:51	1.10	 0.29
LGA	2014-12-10 22:51	0.60	  0.0
JFK	2014-12-10 22:51	1.10	  0.0
JFK	2014-12-10 23:15	1.00	  1.0
JFK	2014-12-10 23:22	1.00	 0.68
LGA	2014-12-10 23:51	0.60	  0.0
JFK	2014-12-10 23:51	1.10	 0.29
LGA	2014-12-11 00:05	1.00	  0.0
JFK	2014-12-11 00:25	1.00	  0.0
JFK	2014-12-11 00:51	1.10	  0.0
LGA	2014-12-11 00:51	0.60	  0.0
LGA	2014-12-11 01:12	1.00	  0.0
JFK	2014-12-11 01:17	1.00	  0.0
LGA	2014-12-11 01:22	1.00	  0.0
JFK	2014-12-11 01:51	1.10	  0.0
NYC	2014-12-11 01:51	1.10	  0.0
LGA	2014-12-11 01:51	1.10	  0.0
JFK	2014-12-11 02:26	2.00	  0.0
JFK	2014-12-11 02:48	2.00	  0.0
JFK	2014-12-11 02:51	1.70	  0.0
LGA	2014-12-11 02:51	1.70	  0.0
NYC	2014-12-11 02:51	1.10	  0.0
JFK	2014-12-11 03:51	1.70	  0.0
LGA	2014-12-11 03:51	1.70	  0.0
NYC	2014-12-11 03:51	1.70	  0.0
LGA	2014-12-11 04:51	1.70	  0.0
NYC	2014-12-11 04:51	1.10	  0.0
JFK	2014-12-11 04:51	1.70	  0.0
NYC	2014-12-11 05:51	0.60	  0.0
JFK	2014-12-11 05:51	1.70	  0.0
LGA	2014-12-11 05:51	0.60	  0.0
LGA	2014-12-11 06:51	1.10	  0.0
NYC	2014-12-11 06:51	0.60	  0.0
JFK	2014-12-11 06:51	1.10	  0.0
JFK	2014-12-11 07:51	0.60	  0.0
JFK	2014-12-11 09:51	0.60	  0.0
LGA	2014-12-11 10:51	0.60	  0.0
JFK	2014-12-11 10:51	0.60	  0.0
NYC	2014-12-11 10:51	0.60	  0.0
LGA	2014-12-11 11:51	0.60	  0.0
NYC	2014-12-11 11:51	0.60	  0.0
JFK	2014-12-11 11:51	0.60	  0.0
LGA	2014-12-11 12:51	0.60	  0.0
JFK	2014-12-11 12:51	0.60	  0.0
NYC	2014-12-11 12:51	0.60	  0.0
LGA	2014-12-11 13:51	0.60	  0.0
JFK	2014-12-11 13:51	1.70	  0.0
NYC	2014-12-11 13:51	0.60	  0.0
LGA	2014-12-11 14:51	1.10	  0.0
NYC	2014-12-11 14:51	1.10	  0.0
JFK	2014-12-11 14:51	2.20	  0.0
LGA	2014-12-11 15:51	2.80	  0.0
JFK	2014-12-11 15:51	3.30	  0.0
NYC	2014-12-11 15:51	1.70	  0.0
NYC	2014-12-11 16:51	1.70	  0.0
JFK	2014-12-11 16:51	2.80	  0.0
LGA	2014-12-11 16:51	1.10	  0.0
LGA	2014-12-11 17:51	1.70	  0.0
NYC	2014-12-11 17:51	2.20	  0.0
JFK	2014-12-11 17:51	2.20	  0.0
LGA	2014-12-11 18:51	2.20	  0.0
JFK	2014-12-11 18:51	3.30	  0.0
NYC	2014-12-11 18:51	2.20	  0.0
LGA	2014-12-11 19:51	2.80	  0.0
NYC	2014-12-11 19:51	2.80	  0.0
JFK	2014-12-11 19:51	3.30	  0.0
JFK	2014-12-11 20:51	2.80	  0.0
NYC	2014-12-11 20:51	2.80	  0.0
LGA	2014-12-11 20:51	2.80	  0.0
JFK	2014-12-11 21:51	2.20	  0.0
NYC	2014-12-11 21:51	2.80	  0.0
LGA	2014-12-11 21:51	2.80	  0.0
NYC	2014-12-11 22:51	2.20	  0.0
JFK	2014-12-11 22:51	2.20	  0.0
LGA	2014-12-11 22:51	2.20	  0.0
NYC	2014-12-11 23:51	1.70	  0.0
JFK	2014-12-11 23:51	1.70	  0.0
LGA	2014-12-11 23:51	2.20	  0.0
NYC	2014-12-12 00:51	1.10	  0.0
JFK	2014-12-12 00:51	1.70	  0.0
LGA	2014-12-12 00:51	1.70	  0.0
NYC	2014-12-12 01:51	1.70	  0.0
LGA	2014-12-12 01:51	1.70	  0.0
JFK	2014-12-12 01:51	2.20	  0.0
NYC	2014-12-12 02:51	1.70	  0.0
LGA	2014-12-12 02:51	1.70	  0.0
JFK	2014-12-12 02:51	2.20	  0.0
JFK	2014-12-12 03:51	2.20	  0.0
LGA	2014-12-12 03:51	1.10	  0.0
NYC	2014-12-12 03:51	1.10	  0.0
LGA	2014-12-12 04:51	1.10	  0.0
JFK	2014-12-12 04:51	2.20	  0.0
NYC	2014-12-12 04:51	1.10	  0.0
NYC	2014-12-12 05:51	1.10	  0.0
JFK	2014-12-12 05:51	1.70	  0.0
LGA	2014-12-12 05:51	1.10	  0.0
NYC	2014-12-12 06:51	0.60	  0.0
JFK	2014-12-12 06:51	1.70	  0.0
LGA	2014-12-12 06:51	1.10	  0.0
NYC	2014-12-12 07:51	0.60	  0.0
LGA	2014-12-12 07:51	0.60	  0.0
JFK	2014-12-12 07:51	1.10	  0.0
NYC	2014-12-12 08:51	0.60	  0.0
LGA	2014-12-12 08:51	0.60	  0.0
JFK	2014-12-12 08:51	1.10	  0.0
LGA	2014-12-12 09:51	0.60	  0.0
NYC	2014-12-12 09:51	0.60	  0.0
JFK	2014-12-12 09:51	0.60	  0.0
LGA	2014-12-12 10:51	0.60	  0.0
JFK	2014-12-12 10:51	1.10	  0.0
NYC	2014-12-12 10:51	0.60	  0.0
JFK	2014-12-12 11:51	1.10	  0.0
JFK	2014-12-12 12:51	1.10	  0.0
LGA	2014-12-12 13:51	0.60	  0.0
NYC	2014-12-12 13:51	0.60	  0.0
JFK	2014-12-12 13:51	1.10	  0.0
NYC	2014-12-12 14:51	1.10	  0.0
JFK	2014-12-12 14:51	1.70	  0.0
LGA	2014-12-12 14:51	0.60	  0.0
JFK	2014-12-12 15:51	2.80	  0.0
LGA	2014-12-12 15:51	1.10	  0.0
NYC	2014-12-12 15:51	1.10	  0.0
JFK	2014-12-12 16:51	2.20	  0.0
LGA	2014-12-12 16:51	2.20	  0.0
NYC	2014-12-12 16:51	2.20	  0.0
LGA	2014-12-12 17:51	2.80	  0.0
JFK	2014-12-12 17:51	3.90	  0.0
NYC	2014-12-12 17:51	2.20	  0.0
LGA	2014-12-12 18:51	2.80	  0.0
JFK	2014-12-12 18:51	3.30	  0.0
NYC	2014-12-12 18:51	2.80	  0.0
NYC	2014-12-12 19:51	2.80	  0.0
LGA	2014-12-12 19:51	2.80	  0.0
JFK	2014-12-12 19:51	3.90	  0.0
JFK	2014-12-12 20:51	3.30	  0.0
LGA	2014-12-12 20:51	2.80	  0.0
NYC	2014-12-12 20:51	2.80	  0.0
LGA	2014-12-12 21:51	2.20	  0.0
NYC	2014-12-12 21:51	2.20	  0.0
JFK	2014-12-12 21:51	2.80	  0.0
NYC	2014-12-12 22:51	2.20	  0.0
JFK	2014-12-12 22:51	2.80	  0.0
LGA	2014-12-12 22:51	1.70	  0.0
NYC	2014-12-12 23:51	2.20	  0.0
JFK	2014-12-12 23:51	2.80	  0.0
LGA	2014-12-12 23:51	1.70	  0.0
LGA	2014-12-13 00:51	2.20	  0.0
JFK	2014-12-13 00:51	2.80	  0.0
NYC	2014-12-13 00:51	2.20	  0.0
LGA	2014-12-13 01:51	1.70	  0.0
JFK	2014-12-13 01:51	2.80	  0.0
NYC	2014-12-13 01:51	2.20	  0.0
NYC	2014-12-13 02:51	1.70	  0.0
JFK	2014-12-13 02:51	1.70	  0.0
LGA	2014-12-13 02:51	1.70	  0.0
NYC	2014-12-13 03:06	1.70	  0.0
NYC	2014-12-13 03:14	1.70	  0.0
NYC	2014-12-13 03:51	1.70	  0.0
JFK	2014-12-13 03:51	1.70	  0.0
LGA	2014-12-13 03:51	1.70	  0.0
NYC	2014-12-13 04:51	1.70	  0.0
LGA	2014-12-13 04:51	1.70	  0.0
JFK	2014-12-13 04:51	1.70	  0.0
NYC	2014-12-13 05:51	1.70	  0.0
JFK	2014-12-13 05:51	1.70	  0.0
LGA	2014-12-13 05:51	1.70	  0.0
NYC	2014-12-13 06:36	1.70	  0.0
LGA	2014-12-13 06:51	1.70	  0.0
JFK	2014-12-13 06:51	1.70	  0.0
NYC	2014-12-13 06:51	1.70	  0.0
JFK	2014-12-13 07:51	1.10	  0.0
NYC	2014-12-13 07:51	1.70	  0.0
LGA	2014-12-13 07:51	1.70	  0.0
NYC	2014-12-13 08:51	2.20	  0.0
JFK	2014-12-13 08:51	1.70	  0.0
LGA	2014-12-13 08:51	1.70	  0.0
NYC	2014-12-13 09:51	2.20	  0.0
LGA	2014-12-13 09:51	1.70	  0.0
JFK	2014-12-13 09:51	1.70	  0.0
JFK	2014-12-13 10:51	1.70	  0.0
NYC	2014-12-13 10:51	1.70	  0.0
LGA	2014-12-13 10:51	1.70	  0.0
NYC	2014-12-13 11:06	1.70	  0.0
LGA	2014-12-13 11:51	1.70	  0.0
JFK	2014-12-13 11:51	1.70	  0.0
NYC	2014-12-13 11:51	1.70	  0.0
JFK	2014-12-13 12:51	2.20	  0.0
LGA	2014-12-13 12:51	1.70	  0.0
NYC	2014-12-13 12:51	1.70	  0.0
LGA	2014-12-13 13:51	2.20	  0.0
NYC	2014-12-13 13:51	2.20	  0.0
JFK	2014-12-13 13:51	3.30	  0.0
NYC	2014-12-13 14:51	3.30	  0.0
JFK	2014-12-13 14:51	4.40	  0.0
LGA	2014-12-13 14:51	3.30	  0.0
NYC	2014-12-13 15:51	3.90	  0.0
LGA	2014-12-13 15:51	4.40	  0.0
JFK	2014-12-13 15:51	5.60	  0.0
JFK	2014-12-13 16:51	6.10	  0.0
NYC	2014-12-13 16:51	5.60	  0.0
LGA	2014-12-13 16:51	5.00	  0.0
LGA	2014-12-13 17:51	6.10	  0.0
JFK	2014-12-13 17:51	7.20	  0.0
NYC	2014-12-13 17:51	6.10	  0.0
NYC	2014-12-13 18:51	6.10	  0.0
JFK	2014-12-13 18:51	7.80	  0.0
LGA	2014-12-13 18:51	6.10	  0.0
LGA	2014-12-13 19:51	5.00	  0.0
JFK	2014-12-13 19:51	6.70	  0.0
NYC	2014-12-13 19:51	5.00	  0.0
NYC	2014-12-13 20:51	4.40	  0.0
LGA	2014-12-13 20:51	4.40	  0.0
JFK	2014-12-13 20:51	5.00	  0.0
JFK	2014-12-13 21:51	5.00	  0.0
LGA	2014-12-13 21:51	4.40	  0.0
NYC	2014-12-13 21:51	4.40	  0.0
NYC	2014-12-13 22:37	4.40	  0.0
NYC	2014-12-13 22:51	4.40	  0.0
JFK	2014-12-13 22:51	4.40	  0.0
LGA	2014-12-13 22:51	4.40	  0.0
NYC	2014-12-13 23:41	4.40	  0.0
JFK	2014-12-13 23:51	4.40	  0.0
LGA	2014-12-13 23:51	3.90	  0.0
NYC	2014-12-13 23:51	4.40	  0.0
